Price,Close,High,Low,Open,Volume
Ticker,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS
Date,,,,,
2021-01-01,820.8375854492188,823.565457139398,815.1720057850004,819.2008521891989,1268291
2021-01-04,840.9818725585938,843.5418649875191,818.3615108087872,823.0618230969925,3515825
2021-01-05,842.5765991210938,846.0179449361959,832.0428278497055,841.4435036728104,4040321
2021-01-06,836.9530029296875,861.1680890349976,825.3699993449837,842.7024964825902,4677359
2021-01-07,834.9385986328125,847.7386123338936,829.7766054025186,843.9615591106239,3354950
2021-01-08,882.2357177734375,889.7059105329458,843.9196401943568,845.8501239052606,9279370
2021-01-11,904.4782104492188,907.7936848907382,873.338529411798,891.4683621014217,6488791
2021-01-12,893.2311401367188,904.5203947958755,883.8305146774588,904.4783865513164,4257926
2021-01-13,897.8054809570312,905.4435006561429,881.3543379606872,901.4566115454901,4671772
2021-01-14,883.49462890625,893.0631835070781,864.5254501995211,893.0631835070781,4765344
2021-01-15,845.4723510742188,892.0560576728536,841.5694269026552,880.8927263034624,6063896
2021-01-18,837.8763427734375,850.9281503388212,832.5884782790824,837.6665064742205,4659705
2021-01-19,833.0501098632812,846.4376760309266,828.6015905552645,844.8848566753062,4416027
2021-01-20,855.6705322265625,858.9859562365879,836.8272209669005,836.8272209669005,4687853
2021-01-21,843.2900390625,867.3372456350013,834.7287087270796,861.1680795917382,3911527
2021-01-22,823.2716674804688,843.5418732855738,818.3615188591388,843.2900799872219,3922421
2021-01-25,815.8853759765625,837.5824770644347,807.61784741814,827.4683278518073,2751784
2021-01-27,836.9110107421875,843.4579437563503,817.2284083776893,820.8795392105744,6975618
2021-01-28,823.9011840820312,830.9517038795005,809.9680749936546,830.9517038795005,4274190
2021-01-29,806.9464111328125,835.9038174955274,802.4139270363896,831.0355748624954,4425911
2021-02-01,790.4531860351562,807.3660089677625,773.1626988207673,807.3660089677625,6321189
2021-02-02,803.4212036132812,816.5989329731384,786.8860935874509,801.5746340010833,4971530
2021-02-03,823.7753295898438,839.3451722899088,805.855279423716,809.968091259762,5640121
2021-02-04,813.4933471679688,829.2730260823271,809.3805353524557,829.2310690698348,4232910
2021-02-05,805.2677001953125,823.2716114001581,797.4197928625933,816.1371781319909,3077720
2021-02-08,824.6985473632812,833.4697142190515,806.232954500422,813.9968969541242,3713579
2021-02-09,818.4454345703125,839.177270003421,811.8565956402958,821.3831425927897,3086774
2021-02-10,818.2775268554688,822.7680024750886,803.7568162030456,818.7811134041815,2776301
2021-02-11,827.2584838867188,829.8185273443447,816.5568342004094,818.36144660012,2070435
2021-02-12,831.958984375,846.8993189025914,827.8042153297133,830.9517598746933,5863879
2021-02-15,821.8867797851562,835.9877680362406,820.4598827865715,835.9877680362406,2487825
2021-02-16,828.265869140625,839.3452365084501,817.1025877409761,830.9517841433656,3912433
2021-02-17,822.9359741210938,836.4913677462343,815.3399106528237,830.1123650084697,2227724
2021-02-18,848.2422485351562,852.3550605550178,823.8173234217134,824.2369960266149,6742595
2021-02-19,834.26708984375,855.4605540621164,816.3890490856538,850.8021989055758,4357699
2021-02-22,797.9653930664062,848.5778921126747,790.5791664670247,838.463793951111,5946290
2021-02-23,793.810546875,808.079412110924,781.4302079203014,799.0564532117368,4120032
2021-02-24,805.813232421875,809.0447417120508,786.172588321397,797.3778246282978,1686531
2021-02-25,803.9248657226562,813.3255427161664,799.2665098570377,809.1288164895608,3682791
2021-02-26,771.2322998046875,796.4126552586739,768.0008413465849,793.1811968005713,5254937
2021-03-01,785.6270751953125,803.2533236772587,777.5273738534501,785.1654456000314,3429569
2021-03-02,811.7306518554688,815.0041183426963,790.6631096589289,792.7614724764951,3703190
2021-03-03,819.2008666992188,822.7261265764189,806.9884050081706,816.0113653739663,3203532
2021-03-04,812.5280151367188,834.8965825800916,802.0781583787323,805.7712973165904,5134954
2021-03-05,805.5194702148438,823.3135958627989,803.2532282903701,810.1358680785816,2618145
2021-03-08,812.90576171875,822.5582307530976,807.4500183515102,808.2893634849316,2880739
2021-03-09,829.3989868164062,838.0861892173183,807.0723735717257,816.6828864381079,2814747
2021-03-10,846.6893310546875,853.4460485559783,833.4696463319005,841.0237518877788,5268496
2021-03-12,842.072998046875,859.9929960033943,836.113668141358,839.3451263861201,4674919
2021-03-15,861.7136840820312,864.4834614901586,841.0238064748332,843.5418418235603,5203101
2021-03-16,861.6297607421875,877.1156369857035,857.0552684326755,866.2041505925799,4797715
2021-03-17,856.1740112304688,875.6048207428937,852.4389150617388,859.4894348236012,3477295
2021-03-18,836.1557006835938,868.7222842832759,821.3831943870277,867.8829390810698,3738712
2021-03-19,830.4901123046875,839.9747027493239,818.4874862784892,832.630432303102,6208000
2021-03-22,850.71826171875,853.9497712656865,821.1313453488083,830.8677797714058,3873143
2021-03-23,850.9700317382812,857.3910424155968,839.8067518577838,850.7182384475075,3782337
2021-03-24,832.75634765625,850.5504246344849,828.6435357487051,842.4927313322488,2749823
2021-03-25,813.0736694335938,836.7432132699807,809.212650947055,833.2179533403805,3654840
2021-03-26,831.791015625,837.4985522067872,820.0401839209133,820.7956150222859,2761824
2021-03-30,853.5300903320312,855.9641604916653,832.2107033597845,832.2107033597845,4300037
2021-03-31,832.1687622070312,858.650091538882,830.2802356127376,858.650091538882,3780505
2021-04-01,832.75634765625,845.8920690932058,827.5943542651032,839.3451868814434,3555291
2021-04-05,837.41455078125,845.3883286053311,821.0473226160309,832.6302738408903,5118272
2021-04-06,832.0847778320312,846.0598948004707,829.7346217034977,844.3812045330094,2395572
2021-04-07,841.359619140625,844.0874909439058,824.3208712010976,832.6304088783013,2974419
2021-04-08,863.6861572265625,881.1864830692117,843.5418736760887,846.059909119898,6737118
2021-04-09,883.8303833007812,887.0199356391701,853.2362444021501,863.6440928219928,6029994
2021-04-12,872.7931518554688,888.9086423919397,853.4462537755614,882.1518720363597,7896295
2021-04-13,840.89794921875,881.5222764770496,825.0763130463602,877.1157142761407,6448995
2021-04-15,833.5956420898438,845.8920175912559,814.4165749995773,840.897903787464,4373215
2021-04-16,847.9904174804688,850.676332278222,835.9877917603445,837.6664821052448,2660763
2021-04-19,839.4290771484375,847.2350281491408,825.3280886538678,838.5897319853135,2777425
