Price,Close,High,Low,Open,Volume
Ticker,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS
Date,,,,,
2022-03-31,971.6162719726562,980.8419710038045,969.3202936715394,980.8419710038045,3006639
2022-04-01,976.5418090820312,980.1736074315264,961.8475743624613,969.3198962759815,2479745
2022-04-04,991.0693969726562,992.6556275380701,975.164490163522,979.5059351407452,2282137
2022-04-05,998.082275390625,1004.3858181749117,988.6061702242517,993.5321060915585,2634464
2022-04-06,977.251708984375,997.6233156122289,974.7470057575889,993.5322799584845,2838968
2022-04-07,979.5894165039062,985.8093883932186,970.989895152499,973.1606174410531,3391918
2022-04-08,972.9520263671875,985.1833484923922,970.6143643173612,984.348447349602,2656091
2022-04-11,946.3602294921875,971.8247085389557,944.8991528255697,971.8247085389557,5679058
2022-04-12,944.3985595703125,953.2067065168783,934.7137255536358,943.2714632777806,2906617
2022-04-13,939.3469848632812,954.3752011057832,937.5937133516455,947.6125241799801,1971580
2022-04-18,919.8522338867188,929.0361454571783,905.5336604639939,926.7401675645635,4391701
2022-04-19,893.552734375,931.7076667089714,883.9513735291112,931.6659828117868,3422431
2022-04-20,909.541259765625,914.0497459949817,888.919141875472,897.5186637928862,2573318
2022-04-21,917.7230834960938,922.6073355870107,902.6113966840433,914.2165402726548,2547848
2022-04-22,920.1026611328125,947.5708217029094,902.6114245400992,907.2033799069281,9567571
2022-04-25,909.9168090820312,916.7212724255271,899.4388629743181,915.8029017344728,3565801
2022-04-26,913.63232421875,924.2355275349249,905.9094889615701,921.730824208272,3213714
2022-04-27,914.7174072265625,918.3075218693696,897.1844882964716,907.5372798575623,3288792
2022-04-28,927.3654174804688,935.6841601558217,911.0675952982166,926.940993948441,5202061
2022-04-29,916.1180419921875,934.1560391127193,911.9586713441219,928.6385341111448,2988180
2022-05-02,905.6348876953125,918.452456709319,901.4755166592391,910.812833686783,2584604
2022-05-04,887.0026245117188,913.3593651105169,879.2357574155192,913.2745011349607,3385725
2022-05-05,910.0064697265625,912.6802548870153,888.8276748602583,898.928974905474,2982126
2022-05-06,891.4591064453125,896.9342319417203,873.4211071187799,891.2045145085864,4075606
2022-05-09,913.4442138671875,919.2164147750846,877.7926407300984,886.1962465505012,4207192
2022-05-10,910.4307861328125,920.9988886144727,905.380084894813,910.8127257910868,2473518
2022-05-11,900.5418701171875,916.1606768046446,894.7272884577853,907.417510605642,2895668
2022-05-12,899.2683715820312,909.0724905059801,885.9838976857457,891.3740544472673,3195189
2022-05-13,893.1143188476562,915.0569912821508,887.1299065386986,908.2662158366431,2496626
2022-05-16,886.6630249023438,905.6771115819707,882.97045818346,894.6845862441238,1415370
2022-05-17,919.21630859375,921.8477132022946,887.3420667495129,898.2497284517245,2620776
2022-05-18,911.406982421875,931.4822346950066,908.9454090171723,919.7682082668099,2865869
2022-05-19,856.8262939453125,898.3349383668915,852.751786367857,895.6185654422438,4729354
2022-05-20,873.336181640625,878.1321877299904,863.1075860458842,873.4635294095314,2005622
2022-05-23,864.3809204101562,880.2543702353183,861.3675238151294,868.3705118136264,2285466
2022-05-24,841.843994140625,867.8611748547587,837.8119709773601,867.5640473254448,3418456
2022-05-25,827.1589965820312,842.7353188179881,817.439687752049,842.0562515576664,3904551
2022-05-26,832.4642944335938,836.9631733401527,822.5752057894923,829.3235500540865,4278059
2022-05-27,852.1575317382812,857.7174692767129,839.5096905999783,839.5096905999783,2795530
2022-05-30,882.7160034179688,894.1329539573188,862.1314639619311,864.9750806475184,3562969
2022-05-31,883.4376220703125,887.7243413862459,866.2060362486678,887.0452222565232,5185485
2022-06-01,864.0414428710938,887.4271171965422,858.6512329558003,883.4375774631993,2554081
