Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2021-01-01,80.89330291748047,81.06405854791551,80.46642542118606,80.67986416933326,3074621
2021-01-04,80.44507598876953,81.27748934102983,80.25297881827991,81.10673372730749,7133203
2021-01-05,80.25298309326172,80.89329930914128,79.48460595016478,80.89329930914128,10478882
2021-01-06,83.7320327758789,84.35100159672953,79.82609952512655,80.25297696980803,54265234
2021-01-07,84.11622619628906,86.14389417611727,83.4545684346194,84.5217621082132,40129922
2021-01-08,86.89091491699219,87.0830120614102,84.32965053752662,84.84190572937783,29487917
2021-01-11,86.89091491699219,87.5098894579878,85.99447122620019,87.0830120614102,12726089
2021-01-12,86.95496368408203,87.40318851883659,85.35417310973678,85.82373950285735,31454127
2021-01-13,87.5098876953125,88.19289267405821,86.48537733224636,86.99763251377944,23792586
2021-01-14,87.55258178710938,88.57709227871725,86.91226562480239,87.91542877039585,12024674
2021-01-15,86.6561508178711,87.83006387728138,86.44271207979651,87.06168094627503,13530190
2021-01-18,83.56128692626953,86.22927108229396,83.04903165235437,85.90911298357102,26118654
2021-01-19,85.22611999511719,85.37552828706968,83.34786004029199,83.47592098202442,19382828
2021-01-20,83.7320327758789,85.631633930774,83.30515533119741,85.37551209588183,21158179
2021-01-21,83.30514526367188,84.39368030010057,82.87826787057902,83.8600835587345,12509109
2021-01-22,82.89961242675781,83.7960561426995,82.38736301043072,83.24111782753796,16720401
2021-01-25,81.19210815429688,84.00950039478442,80.9359805342715,83.00633726045758,9393599
2021-01-27,82.10989379882812,82.96364867557531,80.80791992774698,81.106730660671,18874916
2021-01-28,79.95416259765625,81.51226404193135,79.31384645974356,81.51226404193135,16072463
2021-01-29,78.73756408691406,80.67985413759041,78.11858947829191,80.55179322058383,13415015
2021-02-01,80.63716888427734,80.87194915585464,77.90514868831042,78.73756199644029,9485240
2021-02-02,82.89961242675781,83.51858698511873,80.7652253839897,81.53360240342806,10803602
2021-02-03,88.15021514892578,89.6442861995926,83.02768583235384,83.02768583235384,73411707
2021-02-04,87.65931701660156,88.64113878381724,87.16840902794218,88.15023079515785,23523019
2021-02-05,88.40635681152344,88.91860635058752,85.90912221515853,87.78738210485378,28755118
2021-02-08,90.73282623291016,91.09567323695335,87.8087144331215,88.15021987982527,28436890
2021-02-09,89.96444702148438,92.82452829295754,89.64428892944915,89.64428892944915,27738169
2021-02-10,89.83638000488281,91.35179844262794,88.3636562604723,89.87906890832139,34189378
2021-02-11,91.24507141113281,91.69329038483133,88.93993450802012,89.15337321738046,20504448
2021-02-12,90.7755126953125,93.48618568919598,89.87906888293976,93.48618568919598,25066544
2021-02-15,90.69013214111328,91.97077025563328,90.3059436017052,91.35179564943994,8599603
2021-02-16,96.2822265625,98.13915035753568,91.05297796992087,91.09566687151292,80200957
2021-02-17,98.20316314697266,98.69407677105936,94.85218031059357,96.260873363473,39034960
2021-02-18,100.95655822753906,101.72493545966614,97.54153801382401,98.60873183060997,44291912
2021-02-19,99.12097930908203,100.78580616300958,97.64824964288351,99.67591773379351,36335681
2021-02-22,96.02610778808594,99.84666327895994,95.44982207299657,99.22768866092025,25800846
2021-02-23,96.51701354980469,97.79764008054894,95.89803894553697,96.36760528775083,18293559
2021-02-24,95.08699035644531,97.41347514702977,94.59608236840275,96.53837276061775,11421326
2021-02-25,97.135986328125,99.37708705722147,94.25455787095359,95.49250705621824,30696079
2021-02-26,91.4798583984375,97.00792369309312,90.15653714517171,94.55337835506153,38070699
2021-03-01,97.00792694091797,97.66958469475519,92.80318275875334,92.845871663171,31441940
2021-03-02,96.06879425048828,97.90436503228368,95.34310603461631,97.75496255159274,18223787
2021-03-03,97.11463928222656,98.2458691129344,95.49250735086159,98.18183286599188,19350542
2021-03-04,96.11148834228516,98.16050375686376,95.21504446027555,95.21504446027555,22865747
2021-03-05,94.01978302001953,96.47432839662567,93.63559446687778,96.47432839662567,17342685
2021-03-08,95.71540832519531,97.34580894834922,94.34587298114464,94.71543163512479,15749448
2021-03-09,93.91109466552734,96.56321405591244,92.71546760319734,95.86757531297644,12585004
2021-03-10,93.54151153564453,95.1936538546103,93.04152334717783,94.78061680062108,10661165
2021-03-12,95.67192840576172,96.0414870543723,93.6502328418241,93.78066842797702,18173078
2021-03-15,97.4544906616211,98.47620944260184,95.54148867209955,96.08495548145181,30092241
2021-03-16,97.5849380493164,98.78056517465393,97.17190086540262,97.88927596120652,14767699
2021-03-17,95.84583282470703,97.82404965980727,95.36758085117958,97.80231334614379,12571132
2021-03-18,96.10667419433594,97.17187130438626,95.71537934266135,96.08493788473949,14232655
2021-03-19,100.08488464355469,100.91094720888294,95.28063397851496,96.47626109153042,70334403
2021-03-22,97.1936264038086,101.91092543343046,96.60668696132304,101.91092543343046,29180881
2021-03-23,95.21540069580078,97.38926775305725,94.99801399007514,97.19361735910745,38455903
2021-03-24,96.10667419433594,97.3457794721315,94.30236589712054,94.36758072290111,24398959
2021-03-25,94.08499908447266,97.12841330226983,93.62848931060006,96.10669449261087,20272124
2021-03-26,93.30240631103516,96.51972863314249,92.23720900917215,95.36758018024496,25184863
2021-03-30,96.23712158203125,97.25884030158984,93.6502173662331,94.30237749825024,53328751
2021-03-31,93.75891876220703,96.12843647053943,93.32414530357667,95.60670596138603,20694060
2021-04-01,95.08496856689453,95.36757009761548,93.36761127737306,94.19367955832337,11229344
2021-04-05,93.10675811767578,95.21541056109088,92.75894171127413,93.56327378519441,14484908
2021-04-06,90.95462799072266,95.21541144202183,90.65029010655358,93.56327465083983,25301732
2021-04-07,91.54158020019531,93.99805515377287,91.10680670710094,91.69375210217693,22841720
2021-04-08,90.86767578125,92.82415633086607,90.65028905351487,92.15025393669177,20468881
2021-04-09,90.56333923339844,91.93287454806278,90.43290954514198,91.0415912519936,11773021
2021-04-12,87.45470428466797,89.84595832552569,86.30255578983501,89.84595832552569,18544315
2021-04-13,90.75897979736328,91.04158135586235,88.01990356877664,89.19379422345553,19831072
2021-04-15,90.34595489501953,91.91114068075616,90.01987476869911,90.38943342459419,10159348
2021-04-16,91.23724365234375,93.38936893702437,90.10683137406056,90.21552474895331,22020846
2021-04-19,87.4764404296875,89.99813004245304,86.95471581452365,89.49813584455637,18404990
2021-04-20,88.56338500976562,89.43293203931877,87.67210166327092,89.12859411717109,14467660
2021-04-22,88.4546890258789,89.0851129625348,87.47644864644302,88.69381799015905,11626459
2021-04-23,91.80245208740234,92.563305755117,88.69382256728116,88.82425226580634,38318040
2021-04-26,93.82413482666016,94.10674229605382,90.51985531852716,90.51985531852716,19139358
2021-04-27,94.19368743896484,95.86756634911342,93.8241288384917,93.93282219763132,15270611
2021-04-28,96.0414810180664,96.38930332895363,94.04152189569064,95.1284555603522,16383579
2021-04-29,95.71540832519531,97.2371155734723,95.23715629633824,96.99799250754026,14761969
2021-04-30,95.67192840576172,96.65016876544053,94.19369970831232,94.67195173022054,16897105
2021-05-03,95.99800109863281,96.8892902289134,94.23717094623726,94.56325104090253,15528063
2021-05-04,94.80238342285156,96.38931142412827,94.21544391223475,96.25887583521883,20857434
2021-05-05,94.86759948730469,95.80236129192151,94.25891189639816,94.80237874756989,23178237
2021-05-06,93.65022277832031,95.38931656420239,92.86763293347029,94.97628532825075,18823613
2021-05-07,93.28067016601562,94.25891048346095,92.82416037667154,94.06326595816748,12509591
2021-05-10,95.58497619628906,95.71540588401763,93.45458728243449,93.65023181402734,17845577
2021-05-11,97.1283950805664,97.91099069937715,94.95452818996661,95.6501667743568,22995780
2021-05-12,98.23709106445312,102.17178859198076,96.97624328936277,97.12841518259704,55645370
