Price,Close,High,Low,Open,Volume
Ticker,BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,BAJAJ-AUTO.NS
Date,,,,,
2021-01-01,3002.03857421875,3013.033473126122,2971.6409125336622,2971.6409125336622,421643
2021-01-04,3037.5673828125,3042.3534401098423,2988.025700107881,3009.584327092786,647829
2021-01-05,3011.869140625,3022.5191854490186,2996.6488357875432,3018.423046752618,561562
2021-01-06,2986.0419921875,3041.490817846076,2962.9311040591847,3011.8691828549786,591620
2021-01-07,2964.69873046875,3024.5455953442665,2956.3340266966475,3018.2072758516056,531361
2021-01-08,3043.344970703125,3056.668370247432,2964.7854624078145,2991.4749997890062,675643
2021-01-11,3119.4033203125,3134.235610067789,3036.3163073258183,3044.939756082779,788461
2021-01-12,3125.353759765625,3141.350301077294,3068.309724172559,3114.746874520324,863270
2021-01-13,3105.218017578125,3132.8993762138725,3084.608056349304,3125.3538574850336,515154
2021-01-14,3083.78857421875,3155.0181378505845,3057.0127225115057,3104.441692818454,743848
2021-01-15,3087.4541015625,3124.276194008432,3053.5638981462484,3094.0941165062804,684649
2021-01-18,3073.18212890625,3120.0075065722845,3022.5193579281395,3063.049574710628,602004
2021-01-19,3139.79833984375,3159.6322760745675,3070.8970542813818,3074.9068745668364,586410
2021-01-20,3142.342041015625,3184.467678752111,3129.7519302540695,3138.9358203502316,549040
2021-01-21,3193.522216796875,3282.947349403381,3152.0433389122863,3166.530776729502,1533886
2021-01-22,3526.56005859375,3561.485032887196,3225.2136249758823,3233.750756700897,8537143
2021-01-25,3595.07373046875,3630.4728279774795,3501.1210645103483,3578.732122590627,2368224
2021-01-27,3575.58447265625,3653.4540620348757,3542.599774582537,3564.416935862043,2062088
2021-01-28,3566.486328125,3613.2255961487194,3515.43575611311,3518.367644937178,1262871
2021-01-29,3454.381591796875,3626.462576097552,3440.7564988925665,3594.2539066125855,1406268
2021-02-01,3548.291259765625,3570.9707656048377,3427.864650128306,3504.5701983622457,745011
2021-02-02,3623.099609375,3683.2048039100246,3550.4899911326193,3583.733222829282,1167922
2021-02-03,3653.19580078125,3672.857100915318,3587.4419859670115,3626.1611972966944,681937
2021-02-04,3642.1142578125,3761.0315540069178,3621.8491494761456,3653.1954757332082,1163598
2021-02-05,3648.79736328125,3684.6276304100184,3588.2176256693133,3673.5897825886263,729191
2021-02-08,3654.144287109375,3672.2964824151,3617.53757044296,3648.9702166868105,616236
2021-02-09,3582.957275390625,3654.618231486144,3574.420143820214,3646.3396349975696,721336
2021-02-10,3580.068115234375,3634.784072366141,3535.700718877295,3587.355098705373,989105
2021-02-11,3606.24072265625,3623.9187963884838,3558.423941713363,3583.0437247527043,546983
2021-02-12,3566.701904296875,3618.2270185593325,3550.2744003102484,3603.7397908420035,360063
2021-02-15,3554.8447265625,3617.235473307107,3545.6608362636825,3580.6291796521505,287922
2021-02-16,3563.942626953125,3602.5325658058787,3556.3107894694244,3561.4848594832015,318280
2021-02-17,3592.2705078125,3626.160495743114,3545.1000708680003,3550.27414054088,554383
2021-02-18,3548.93798828125,3621.8490914453705,3537.4255980272033,3621.8490914453705,440460
2021-02-19,3450.328857421875,3541.3925787477565,3429.718684444709,3540.7887687871,762200
2021-02-22,3424.845947265625,3483.873413866656,3386.2991721446265,3458.003066733983,762310
2021-02-23,3373.709228515625,3448.2589117089997,3354.694479146166,3407.9874422886446,802871
2021-02-24,3390.611328125,3406.2628059185618,3324.64193454202,3386.4288705929603,399843
2021-02-25,3401.778564453125,3432.133066046141,3371.8120759995813,3394.18988642151,632973
2021-02-26,3275.7900390625,3400.312788311689,3253.6709731503156,3372.200255985501,732210
2021-03-01,3289.027099609375,3327.617039652963,3234.6562034300987,3275.790019202271,724589
2021-03-02,3401.1318359375,3416.7401541017407,3260.9576142217293,3295.8825866866187,735847
2021-03-03,3364.093994140625,3436.4446517802908,3331.7560582706724,3436.4446517802908,615104
2021-03-04,3345.079345703125,3386.946236700549,3312.2670770198665,3341.5868064181154,611769
2021-03-05,3322.48583984375,3374.5713908458847,3295.666827564112,3321.8390811283257,719936
2021-03-08,3275.832763671875,3318.303250966601,3251.040347230791,3318.303250966601,818275
2021-03-09,3275.832763671875,3302.5222968295907,3256.2144167489305,3278.8078115381195,526071
2021-03-10,3335.162841796875,3345.036651109413,3278.6360782464526,3294.1582900845474,545219
2021-03-12,3230.689208984375,3344.173894677794,3220.6861333502748,3344.173894677794,1119478
2021-03-15,3160.192626953125,3255.3524851359784,3122.5945100011636,3255.3524851359784,1024257
2021-03-16,3151.396728515625,3182.053136202806,3134.6241599179402,3167.5225383457887,858553
2021-03-17,3078.226806640625,3171.704920743896,3066.326403493624,3147.5592606621044,773240
2021-03-18,3160.0634765625,3184.5971514453568,3074.2601429786637,3102.7175299964183,1285600
2021-03-19,3147.6025390625,3167.393315521345,3078.7442037616197,3150.9656004877056,1132705
2021-03-22,3160.27880859375,3177.7412946771183,3134.020445701004,3147.7316468567888,502724
2021-03-23,3172.006591796875,3199.256565559635,3140.013510334369,3160.9685344667682,581531
2021-03-24,3107.50341796875,3188.9518624517204,3096.637786576654,3157.0450969269195,507559
2021-03-25,3019.58740234375,3117.3772432720143,3015.620531043495,3117.3772432720143,808505
2021-03-26,3104.485107421875,3121.0420890382043,3032.953632975212,3032.953632975212,691000
2021-03-30,3161.96044921875,3168.902368750692,3088.35942793072,3108.1070447158804,749230
2021-03-31,3165.323486328125,3176.5339707795747,3114.833146942023,3147.5590959839915,694645
2021-04-01,3227.80078125,3246.1256141287477,3182.2257597358234,3194.126163900244,861229
2021-04-05,3103.148193359375,3225.169999489805,3083.788592019925,3190.7193620564854,723573
2021-04-06,3117.808349609375,3138.935802123669,3106.382278351645,3138.8926427669503,501882
2021-04-07,3173.60205078125,3185.028122117255,3101.208229593026,3108.7537483998217,346982
2021-04-08,3147.386962890625,3189.7711373096417,3143.2476646000982,3189.7711373096417,414020
2021-04-09,3148.680419921875,3185.502510242733,3126.000703743884,3138.9358790697206,484807
2021-04-12,3053.56396484375,3103.579980082648,3001.004073695085,3086.7642508212944,724230
2021-04-13,3106.5546875,3124.879518657724,3031.315086628875,3077.7092895019427,412122
2021-04-15,3102.286376953125,3152.3455501736826,3040.7150234140563,3106.554942925909,614450
2021-04-16,3134.322021484375,3154.0266880138443,3078.5283447354245,3087.1949536813568,526787
2021-04-19,3031.616943359375,3071.672825663714,2972.5031527408255,3039.938488221701,601819
2021-04-20,3105.218017578125,3125.397016841602,3065.7227851156463,3091.808721292489,676558
2021-04-22,3174.636962890625,3185.5025946656724,3081.1588442719135,3099.9580083503733,1005711
2021-04-23,3166.962158203125,3198.955243388417,3138.9359444137167,3173.4297460006806,631762
2021-04-26,3224.1787109375,3232.931428537847,3169.980243079521,3175.3267400117575,480016
2021-04-27,3264.406982421875,3275.186294872086,3214.132227047402,3224.1786725710667,518487
2021-04-28,3354.306640625,3409.7123097965805,3282.9475881121857,3285.5777826075673,1252958
2021-04-29,3308.343505859375,3409.9709505564847,3283.0338058731463,3400.2264097356137,1335444
2021-04-30,3306.014892578125,3420.361915104079,3276.910751039289,3281.222475711709,1340273
2021-05-03,3321.623779296875,3369.0095964642574,3263.9759299793664,3289.8462808114355,796444
2021-05-04,3303.083251953125,3352.7973569444393,3289.88933135846,3343.3115619530845,408324
2021-05-05,3314.681884765625,3322.2705631737363,3263.199928327455,3313.3020484974395,371452
2021-05-06,3398.674072265625,3423.509650375035,3321.752940363888,3321.752940363888,938078
2021-05-07,3334.47265625,3421.612663938656,3323.4345977212492,3410.1434328934183,486456
2021-05-10,3336.110595703125,3366.4653053608035,3315.2850500662944,3363.1451932002988,306598
2021-05-11,3345.295166015625,3358.5751954588804,3286.612543757359,3328.6518645860037,453808
2021-05-12,3341.80224609375,3363.145283469615,3317.6134282944167,3333.825555357316,499840
2021-05-14,3318.993408203125,3358.1006268093934,3288.983760728489,3346.1572751310086,481619
